task	stimulus	sound_word	action_word	expected_response	response	rt	condition	subject	log_rt	
lexical_decision	Pistole	1	1	1.0	1.0	832.0	pIPL	15	2.920123326290724	
lexical_decision	Schimpanse	1	-1	1.0	1.0	981.0	pIPL	15	2.9916690073799486	
lexical_decision	Rinne	-1	-1	1.0	1.0	815.0	pIPL	15	2.9111576087399764	
lexical_decision	Scheldanse	NA	NA	0.0	0.0	873.0	pIPL	15	2.9410142437055695	
lexical_decision	Härkling	NA	NA	0.0	1.0	1292.0	pIPL	15	3.1112625136590655	
lexical_decision	Mofa	1	1	1.0	1.0	1026.0	pIPL	15	3.0111473607757975	
lexical_decision	Blafite	NA	NA	0.0	0.0	828.0	pIPL	15	2.9180303367848803	
lexical_decision	Küken	1	-1	1.0	1.0	1015.0	pIPL	15	3.0064660422492318	
lexical_decision	Rulucht	NA	NA	0.0	0.0	781.0	pIPL	15	2.8926510338773004	
lexical_decision	Pazagie	NA	NA	0.0	0.0	925.0	pIPL	15	2.9661417327390325	
lexical_decision	Pinnitte	NA	NA	0.0	0.0	1030.0	pIPL	15	3.012837224705172	
lexical_decision	Marionette	-1	1	1.0	1.0	866.0	pIPL	15	2.937517892017347	
lexical_decision	Kuckuck	1	-1	1.0	1.0	940.0	pIPL	15	2.9731278535996988	
lexical_decision	Parne	NA	NA	0.0	0.0	909.0	pIPL	15	2.9585638832219674	
lexical_decision	Krücke	-1	1	1.0	1.0	856.0	pIPL	15	2.932473764677153	
lexical_decision	Banane	-1	1	1.0	1.0	2545.0	pIPL	15	3.4056877866727775	
lexical_decision	Rakete	1	1	1.0	1.0	995.0	pIPL	15	2.9978230807457256	
lexical_decision	Mango	-1	1	1.0	1.0	1036.0	pIPL	15	3.0153597554092144	
lexical_decision	Drun	NA	NA	0.0	0.0	1037.0	pIPL	15	3.015778756389041	
lexical_decision	Blosch	NA	NA	0.0	0.0	958.0	pIPL	15	2.9813655090785445	
lexical_decision	Geschütz	1	1	1.0	1.0	896.0	pIPL	15	2.9523080096621253	
lexical_decision	Uhu	1	-1	1.0	1.0	912.0	pIPL	15	2.959994838328416	
lexical_decision	Konsoffel	NA	NA	0.0	0.0	907.0	pIPL	15	2.957607287060095	
lexical_decision	Fichte	-1	-1	1.0	1.0	789.0	pIPL	15	2.89707700320942	
lexical_decision	Geige	1	1	1.0	1.0	780.0	pIPL	15	2.8920946026904804	
lexical_decision	Böller	1	1	1.0	1.0	926.0	pIPL	15	2.966610986681934	
lexical_decision	Pirtel	NA	NA	0.0	0.0	894.0	pIPL	15	2.951337518795918	
lexical_decision	Antilope	-1	-1	1.0	1.0	935.0	pIPL	15	2.9708116108725178	
lexical_decision	Strub	NA	NA	0.0	0.0	882.0	pIPL	15	2.94546858513182	
lexical_decision	Efeu	-1	-1	1.0	1.0	911.0	pIPL	15	2.9595183769729982	
lexical_decision	Löwe	1	-1	1.0	1.0	788.0	pIPL	15	2.8965262174895554	
lexical_decision	Kuvert	-1	1	1.0	1.0	1021.0	pIPL	15	3.0090257420869104	
lexical_decision	Runnel	NA	NA	0.0	0.0	834.0	pIPL	15	2.921166050637739	
lexical_decision	Schal	-1	1	1.0	1.0	795.0	pIPL	15	2.9003671286564705	
lexical_decision	Mikroskop	-1	1	1.0	1.0	800.0	pIPL	15	2.9030899869919438	
lexical_decision	Skizze	-1	1	1.0	1.0	748.0	pIPL	15	2.8739015978644615	
lexical_decision	Bongo	1	1	1.0	0.0	1201.0	pIPL	15	3.079543007402906	
lexical_decision	Zülle	NA	NA	0.0	0.0	826.0	pIPL	15	2.9169800473203824	
lexical_decision	Draxier	NA	NA	0.0	0.0	793.0	pIPL	15	2.8992731873176036	
lexical_decision	Pfosten	-1	-1	1.0	1.0	792.0	pIPL	15	2.8987251815894934	
lexical_decision	Zwarbe	NA	NA	0.0	0.0	1080.0	pIPL	15	3.03342375548695	
lexical_decision	Hummel	1	-1	1.0	1.0	933.0	pIPL	15	2.9698816437465	
lexical_decision	Fundament	-1	-1	1.0	1.0	1123.0	pIPL	15	3.050379756261458	
lexical_decision	Oktopus	-1	-1	1.0	1.0	812.0	pIPL	15	2.9095560292411755	
lexical_decision	Vulkan	1	-1	1.0	1.0	721.0	pIPL	15	2.857935264719429	
lexical_decision	Säugling	1	1	1.0	1.0	770.0	pIPL	15	2.886490725172482	
lexical_decision	Lautsprecher	1	-1	1.0	1.0	737.0	pIPL	15	2.8674674878590514	
lexical_decision	Zwasten	NA	NA	0.0	0.0	856.0	pIPL	15	2.932473764677153	
lexical_decision	Fremmel	NA	NA	0.0	0.0	831.0	pIPL	15	2.919601023784111	
lexical_decision	Arsel	NA	NA	0.0	0.0	920.0	pIPL	15	2.963787827345555	
lexical_decision	Papagei	1	-1	1.0	1.0	794.0	pIPL	15	2.8998205024270964	
lexical_decision	Kapuze	-1	1	1.0	1.0	784.0	pIPL	15	2.8943160626844384	
lexical_decision	Triebwerk	1	-1	1.0	1.0	743.0	pIPL	15	2.8709888137605755	
lexical_decision	Pille	-1	1	1.0	1.0	726.0	pIPL	15	2.8609366207000937	
lexical_decision	Taube	1	-1	1.0	1.0	850.0	pIPL	15	2.929418925714293	
lexical_decision	Eiche	-1	-1	1.0	1.0	720.0	pIPL	15	2.8573324964312685	
lexical_decision	Jäche	NA	NA	0.0	0.0	974.0	pIPL	15	2.9885589568786157	
lexical_decision	Portrait	-1	-1	1.0	1.0	755.0	pIPL	15	2.8779469516291885	
lexical_decision	Otter	-1	-1	1.0	1.0	775.0	pIPL	15	2.88930170250631	
lexical_decision	Palme	-1	-1	1.0	1.0	781.0	pIPL	15	2.8926510338773004	
lexical_decision	Feise	NA	NA	0.0	0.0	914.0	pIPL	15	2.960946195733831	
lexical_decision	Lupe	-1	1	1.0	1.0	822.0	pIPL	15	2.9148718175400505	
lexical_decision	Wondo	NA	NA	0.0	0.0	1046.0	pIPL	15	3.0195316845312554	
lexical_decision	Trommel	1	1	1.0	1.0	743.0	pIPL	15	2.8709888137605755	
lexical_decision	Dusche	1	1	1.0	1.0	862.0	pIPL	15	2.9355072658247128	
lexical_decision	Milbe	-1	-1	1.0	1.0	717.0	pIPL	15	2.8555191556678	
lexical_decision	Sprenze	NA	NA	0.0	0.0	983.0	pIPL	15	2.9925535178321354	
lexical_decision	Klavier	1	1	1.0	1.0	761.0	pIPL	15	2.8813846567705728	
lexical_decision	Akkordeon	1	1	1.0	1.0	725.0	pIPL	15	2.8603380065709936	
lexical_decision	Grannung	NA	NA	0.0	0.0	1029.0	pIPL	15	3.012415374762433	
lexical_decision	Gebläse	1	-1	1.0	1.0	838.0	pIPL	15	2.9232440186302764	
lexical_decision	Bumerang	-1	1	1.0	1.0	899.0	pIPL	15	2.9537596917332287	
lexical_decision	Scheck	-1	1	1.0	1.0	823.0	pIPL	15	2.91539983521227	
lexical_decision	Giede	NA	NA	0.0	0.0	1022.0	pIPL	15	3.009450895798694	
lexical_decision	Tuba	1	1	1.0	1.0	906.0	pIPL	15	2.957128197676813	
lexical_decision	Brandung	1	-1	1.0	1.0	1189.0	pIPL	15	3.0751818546186915	
lexical_decision	Atlas	-1	1	1.0	1.0	919.0	pIPL	15	2.9633155113861114	
lexical_decision	Kartoffel	-1	1	1.0	1.0	838.0	pIPL	15	2.9232440186302764	
lexical_decision	Böken	NA	NA	0.0	0.0	921.0	pIPL	15	2.964259630196849	
lexical_decision	Säge	1	1	1.0	1.0	914.0	pIPL	15	2.960946195733831	
lexical_decision	Möwe	1	-1	1.0	1.0	932.0	pIPL	15	2.9694159123539814	
lexical_decision	Rotkehlchen	1	-1	1.0	1.0	911.0	pIPL	15	2.9595183769729982	
lexical_decision	Mixer	1	1	1.0	1.0	799.0	pIPL	15	2.902546779313991	
lexical_decision	Kommode	-1	1	1.0	1.0	796.0	pIPL	15	2.900913067737669	
lexical_decision	Ziege	1	-1	1.0	1.0	825.0	pIPL	15	2.916453948549925	
lexical_decision	Kriebwenz	NA	NA	0.0	0.0	954.0	pIPL	15	2.979548374704095	
lexical_decision	Schnecke	-1	-1	1.0	1.0	797.0	pIPL	15	2.9014583213961123	
lexical_decision	Wunerall	NA	NA	0.0	0.0	840.0	pIPL	15	2.9242792860618816	
lexical_decision	Binze	NA	NA	0.0	0.0	772.0	pIPL	15	2.887617300335736	
lexical_decision	Denkmal	-1	-1	1.0	1.0	786.0	pIPL	15	2.895422546039408	
lexical_decision	Angel	-1	1	1.0	1.0	767.0	pIPL	15	2.884795363948981	
lexical_decision	Granate	1	1	1.0	1.0	801.0	pIPL	15	2.9036325160842376	
lexical_decision	Rochen	-1	-1	1.0	1.0	745.0	pIPL	15	2.8721562727482928	
lexical_decision	Takafe	NA	NA	0.0	0.0	893.0	pIPL	15	2.9508514588885464	
lexical_decision	Portrame	NA	NA	0.0	0.0	969.0	pIPL	15	2.986323777050765	
lexical_decision	Rotor	1	-1	1.0	1.0	773.0	pIPL	15	2.888179493918325	
lexical_decision	Fagott	1	1	1.0	1.0	973.0	pIPL	15	2.988112840268352	
lexical_decision	Urze	NA	NA	0.0	0.0	823.0	pIPL	15	2.91539983521227	
lexical_decision	Gürtel	-1	1	1.0	1.0	910.0	pIPL	15	2.9590413923210934	
lexical_decision	Dernbal	NA	NA	0.0	0.0	1360.0	pIPL	15	3.1335389083702174	
lexical_decision	Spaten	-1	1	1.0	1.0	856.0	pIPL	15	2.932473764677153	
lexical_decision	Buche	-1	-1	1.0	1.0	926.0	pIPL	15	2.966610986681934	
lexical_decision	Klarinette	1	1	1.0	1.0	906.0	pIPL	15	2.957128197676813	
lexical_decision	Geschärm	NA	NA	0.0	0.0	1194.0	pIPL	15	3.0770043267933502	
lexical_decision	Karaffe	-1	1	1.0	1.0	830.0	pIPL	15	2.9190780923760737	
lexical_decision	Handy	1	1	1.0	1.0	748.0	pIPL	15	2.8739015978644615	
lexical_decision	Spritze	-1	1	1.0	1.0	938.0	pIPL	15	2.9722028383790646	
lexical_decision	Dynamit	1	1	1.0	1.0	746.0	pIPL	15	2.8727388274726686	
lexical_decision	Dachs	-1	-1	1.0	1.0	673.0	pIPL	15	2.828015064223977	
lexical_decision	Hehm	NA	NA	0.0	0.0	1108.0	pIPL	15	3.044539760392411	
lexical_decision	Sotfeppchen	NA	NA	0.0	0.0	1204.0	pIPL	15	3.0806264869218056	
lexical_decision	Pinzette	-1	1	1.0	1.0	690.0	pIPL	15	2.838849090737255	
lexical_decision	Eidechse	-1	-1	1.0	1.0	716.0	pIPL	15	2.8549130223078554	
lexical_decision	Moos	-1	-1	1.0	1.0	842.0	pIPL	15	2.9253120914996495	
lexical_decision	Eibernde	NA	NA	0.0	0.0	915.0	pIPL	15	2.9614210940664485	
lexical_decision	Logo	-1	-1	1.0	1.0	853.0	pIPL	15	2.930949031167523	
lexical_decision	Topeh	NA	NA	0.0	0.0	823.0	pIPL	15	2.91539983521227	
lexical_decision	Affe	1	-1	1.0	1.0	706.0	pIPL	15	2.8488047010518036	
lexical_decision	Kaffode	NA	NA	0.0	0.0	882.0	pIPL	15	2.94546858513182	
lexical_decision	Revolver	1	1	1.0	1.0	881.0	pIPL	15	2.9449759084120477	
lexical_decision	Marder	-1	-1	1.0	1.0	900.0	pIPL	15	2.9542425094393248	
lexical_decision	Harser	NA	NA	0.0	0.0	923.0	pIPL	15	2.965201701025912	
lexical_decision	Paket	-1	1	1.0	1.0	826.0	pIPL	15	2.9169800473203824	
lexical_decision	Aufrubs	NA	NA	0.0	0.0	921.0	pIPL	15	2.964259630196849	
lexical_decision	Saxophon	1	1	1.0	1.0	777.0	pIPL	15	2.890421018800914	
lexical_decision	Känguruh	-1	-1	1.0	1.0	805.0	pIPL	15	2.9057958803678687	
lexical_decision	Rabe	1	-1	1.0	1.0	893.0	pIPL	15	2.9508514588885464	
lexical_decision	Hüwe	NA	NA	0.0	0.0	828.0	pIPL	15	2.9180303367848803	
lexical_decision	Grille	1	-1	1.0	1.0	856.0	pIPL	15	2.932473764677153	
lexical_decision	Präte	NA	NA	0.0	0.0	800.0	pIPL	15	2.9030899869919438	
lexical_decision	Fluss	1	-1	1.0	1.0	889.0	pIPL	15	2.9489017609702137	
lexical_decision	Auto	1	1	1.0	1.0	783.0	pIPL	15	2.8937617620579434	
lexical_decision	Ruste	NA	NA	0.0	0.0	826.0	pIPL	15	2.9169800473203824	
lexical_decision	Triangel	1	1	1.0	1.0	861.0	pIPL	15	2.935003151453655	
lexical_decision	Knarre	1	1	1.0	1.0	1055.0	pIPL	15	3.0232524596337114	
lexical_decision	Gorilla	1	-1	1.0	1.0	749.0	pIPL	15	2.8744818176994666	
lexical_decision	Zostose	NA	NA	0.0	0.0	1098.0	pIPL	15	3.040602340114073	
lexical_decision	Elch	1	-1	1.0	1.0	893.0	pIPL	15	2.9508514588885464	
lexical_decision	Holbe	NA	NA	0.0	0.0	816.0	pIPL	15	2.9116901587538613	
lexical_decision	Hemd	-1	1	1.0	1.0	864.0	pIPL	15	2.936513742478893	
lexical_decision	Stumptum	NA	NA	0.0	0.0	879.0	pIPL	15	2.9439888750737717	
lexical_decision	Elme	NA	NA	0.0	0.0	971.0	pIPL	15	2.9872192299080047	
lexical_decision	Dolch	-1	1	1.0	1.0	776.0	pIPL	15	2.8898617212581885	
lexical_decision	Bär	1	-1	1.0	1.0	831.0	pIPL	15	2.919601023784111	
lexical_decision	Auspuff	1	-1	1.0	1.0	855.0	pIPL	15	2.931966114728173	
lexical_decision	Tifete	NA	NA	0.0	0.0	778.0	pIPL	15	2.890979596989689	
lexical_decision	Wäller	NA	NA	0.0	0.0	1050.0	pIPL	15	3.0211892990699383	
lexical_decision	Säule	-1	-1	1.0	1.0	788.0	pIPL	15	2.8965262174895554	
lexical_decision	Himbeere	-1	1	1.0	1.0	926.0	pIPL	15	2.966610986681934	
lexical_decision	Ahorn	-1	-1	1.0	1.0	929.0	pIPL	15	2.968015713993642	
lexical_decision	Tröte	1	1	1.0	1.0	906.0	pIPL	15	2.957128197676813	
lexical_decision	Skulptur	-1	-1	1.0	1.0	751.0	pIPL	15	2.8756399370041685	
lexical_decision	Zochs	NA	NA	0.0	0.0	976.0	pIPL	15	2.9894498176666917	
lexical_decision	Pinsel	-1	1	1.0	1.0	1093.0	sham	15	3.038620161949703	
lexical_decision	Miffel	NA	NA	0.0	0.0	892.0	sham	15	2.950364854376123	
lexical_decision	Werkiette	NA	NA	0.0	0.0	1421.0	sham	15	3.15259407792747	
lexical_decision	Moped	1	1	1.0	1.0	919.0	sham	15	2.9633155113861114	
lexical_decision	Auster	-1	-1	1.0	1.0	1146.0	sham	15	3.059184617631371	
lexical_decision	Telefon	1	1	1.0	1.0	961.0	sham	15	2.9827233876685453	
lexical_decision	Flöte	1	1	1.0	1.0	1002.0	sham	15	3.0008677215312267	
lexical_decision	Waffel	-1	1	1.0	1.0	1058.0	sham	15	3.024485667699167	
lexical_decision	Ferkel	1	-1	1.0	1.0	956.0	sham	15	2.9804578922761	
lexical_decision	Zwecht	NA	NA	0.0	0.0	936.0	sham	15	2.971275848738105	
lexical_decision	Nachtigall	1	-1	1.0	1.0	1041.0	sham	15	3.017450729510536	
lexical_decision	Lüftung	1	-1	1.0	1.0	963.0	sham	15	2.9836262871245345	
lexical_decision	Bohrer	1	1	1.0	1.0	995.0	sham	15	2.9978230807457256	
lexical_decision	Knopf	-1	1	1.0	1.0	894.0	sham	15	2.951337518795918	
lexical_decision	Seil	-1	1	1.0	1.0	1023.0	sham	15	3.00987563371216	
lexical_decision	Schwagzerl	NA	NA	0.0	0.0	1149.0	sham	15	3.060320028688285	
lexical_decision	Hilberite	NA	NA	0.0	0.0	1059.0	sham	15	3.024895960107485	
lexical_decision	Wossel	NA	NA	0.0	0.0	879.0	sham	15	2.9439888750737717	
lexical_decision	Pavian	1	-1	1.0	1.0	863.0	sham	15	2.9360107957152097	
lexical_decision	Gitarre	1	1	1.0	1.0	1165.0	sham	15	3.0663259253620376	
lexical_decision	Hanbe	NA	NA	0.0	0.0	1002.0	sham	15	3.0008677215312267	
lexical_decision	Elefant	1	-1	1.0	1.0	1000.0	sham	15	3.0	
lexical_decision	Flyer	-1	1	1.0	1.0	862.0	sham	15	2.9355072658247128	
lexical_decision	Lawine	1	-1	1.0	1.0	824.0	sham	15	2.9159272116971158	
lexical_decision	Zwiebel	-1	1	1.0	1.0	886.0	sham	15	2.9474337218870508	
lexical_decision	Häcksler	1	1	1.0	1.0	1933.0	sham	15	3.286231854028553	
lexical_decision	Satellit	-1	-1	1.0	1.0	850.0	sham	15	2.929418925714293	
lexical_decision	Rassel	1	1	1.0	1.0	1178.0	sham	15	3.0711452904510828	
lexical_decision	Dach	-1	-1	1.0	1.0	851.0	sham	15	2.929929560084588	
lexical_decision	Kontrabass	1	1	1.0	1.0	818.0	sham	15	2.912753303671323	
lexical_decision	Löttung	NA	NA	0.0	0.0	1548.0	sham	15	3.189770956346874	
lexical_decision	Baby	1	1	1.0	1.0	750.0	sham	15	2.8750612633917	
lexical_decision	Turbine	1	-1	1.0	1.0	1196.0	sham	15	3.077731179652392	
lexical_decision	Löffel	-1	1	1.0	1.0	937.0	sham	15	2.971739590887778	
lexical_decision	Toske	NA	NA	0.0	0.0	931.0	sham	15	2.9689496809813427	
lexical_decision	Zwetschge	-1	1	1.0	1.0	906.0	sham	15	2.957128197676813	
lexical_decision	Nenze	NA	NA	0.0	0.0	1041.0	sham	15	3.017450729510536	
lexical_decision	Ananas	-1	1	1.0	1.0	963.0	sham	15	2.9836262871245345	
lexical_decision	Gesäun	NA	NA	0.0	0.0	1109.0	sham	15	3.04493154614916	
lexical_decision	Dusten	NA	NA	0.0	0.0	1010.0	sham	15	3.0043213737826426	
lexical_decision	Nautsche	NA	NA	0.0	0.0	1122.0	sham	15	3.0499928569201424	
lexical_decision	Flinte	1	1	1.0	1.0	807.0	sham	15	2.90687353472207	
lexical_decision	Lazende	NA	NA	0.0	0.0	1093.0	sham	15	3.038620161949703	
lexical_decision	Käfer	-1	-1	1.0	0.0	1907.0	sham	15	3.280350693046006	
lexical_decision	Margerite	-1	-1	1.0	0.0	2006.0	sham	15	3.302330928684399	
lexical_decision	Kröte	1	-1	1.0	1.0	774.0	sham	15	2.8887409606828927	
lexical_decision	Hornisse	1	-1	1.0	1.0	1071.0	sham	15	3.029789470831856	
lexical_decision	Nidolette	NA	NA	0.0	0.0	1304.0	sham	15	3.1152775913959014	
lexical_decision	Balken	-1	-1	1.0	1.0	1146.0	sham	15	3.059184617631371	
lexical_decision	Gecko	-1	-1	1.0	1.0	1043.0	sham	15	3.018284308426531	
lexical_decision	Schaf	1	-1	1.0	1.0	910.0	sham	15	2.9590413923210934	
lexical_decision	Salamander	-1	-1	1.0	1.0	731.0	sham	15	2.8639173769578603	
lexical_decision	Frinze	NA	NA	0.0	0.0	1047.0	sham	15	3.0199466816788423	
lexical_decision	Gazelle	-1	-1	1.0	1.0	1091.0	sham	15	3.037824750588342	
lexical_decision	Peitsche	1	1	1.0	1.0	1046.0	sham	15	3.0195316845312554	
lexical_decision	Klafatte	NA	NA	0.0	0.0	916.0	sham	15	2.9618954736678504	
lexical_decision	Höhle	-1	-1	1.0	1.0	901.0	sham	15	2.954724790979063	
lexical_decision	Pucher	NA	NA	0.0	0.0	1035.0	sham	15	3.0149403497929366	
lexical_decision	Spinne	-1	-1	1.0	1.0	970.0	sham	15	2.9867717342662448	
lexical_decision	Kajak	-1	1	1.0	1.0	981.0	sham	15	2.9916690073799486	
lexical_decision	Xylophon	1	1	1.0	1.0	921.0	sham	15	2.964259630196849	
lexical_decision	Kuchen	-1	1	1.0	1.0	899.0	sham	15	2.9537596917332287	
lexical_decision	Enadis	NA	NA	0.0	0.0	789.0	sham	15	2.89707700320942	
lexical_decision	Plakette	-1	-1	1.0	1.0	1263.0	sham	15	3.101403350555331	
lexical_decision	Tamofe	NA	NA	0.0	0.0	1015.0	sham	15	3.0064660422492318	
lexical_decision	Mikrofon	1	1	1.0	1.0	984.0	sham	15	2.9929950984313414	
lexical_decision	Pfeiler	-1	-1	1.0	1.0	989.0	sham	15	2.9951962915971793	
lexical_decision	Wasserfall	1	-1	1.0	1.0	906.0	sham	15	2.957128197676813	
lexical_decision	Plaubel	NA	NA	0.0	0.0	1327.0	sham	15	3.1228709228644354	
lexical_decision	Niepe	NA	NA	0.0	0.0	883.0	sham	15	2.9459607035775686	
lexical_decision	Tornado	1	-1	1.0	1.0	1238.0	sham	15	3.0927206446840994	
lexical_decision	Meime	NA	NA	0.0	0.0	917.0	sham	15	2.962369335670021	
lexical_decision	Kleber	-1	1	1.0	1.0	943.0	sham	15	2.9745116927373285	
lexical_decision	Zilke	NA	NA	0.0	0.0	951.0	sham	15	2.978180516937414	
lexical_decision	Korzesse	NA	NA	0.0	0.0	965.0	sham	15	2.9845273133437926	
lexical_decision	Knöhe	NA	NA	0.0	0.0	954.0	sham	15	2.979548374704095	
lexical_decision	Krawatte	-1	1	1.0	1.0	851.0	sham	15	2.929929560084588	
lexical_decision	Specht	1	-1	1.0	1.0	827.0	sham	15	2.9175055095525466	
lexical_decision	Zange	-1	1	1.0	1.0	896.0	sham	15	2.9523080096621253	
lexical_decision	Lanze	-1	1	1.0	1.0	972.0	sham	15	2.9876662649262746	
lexical_decision	Cello	1	1	1.0	1.0	760.0	sham	15	2.8808135922807914	
lexical_decision	Grizeller	NA	NA	0.0	0.0	1345.0	sham	15	3.128722284338427	
lexical_decision	Floh	-1	-1	1.0	1.0	802.0	sham	15	2.9041743682841634	
lexical_decision	Henne	1	-1	1.0	1.0	925.0	sham	15	2.9661417327390325	
lexical_decision	Keyboard	1	1	1.0	1.0	855.0	sham	15	2.931966114728173	
lexical_decision	Giraffe	-1	-1	1.0	1.0	823.0	sham	15	2.91539983521227	
lexical_decision	Schabe	-1	-1	1.0	1.0	812.0	sham	15	2.9095560292411755	
lexical_decision	Maff	NA	NA	0.0	0.0	930.0	sham	15	2.9684829485539352	
lexical_decision	Mast	-1	-1	1.0	1.0	1197.0	sham	15	3.0780941504064105	
lexical_decision	Spags	NA	NA	0.0	0.0	1060.0	sham	15	3.0253058652647704	
lexical_decision	Schmaure	NA	NA	0.0	0.0	871.0	sham	15	2.9400181550076634	
lexical_decision	Undilgung	NA	NA	0.0	0.0	913.0	sham	15	2.960470777534299	
lexical_decision	Skorpion	-1	-1	1.0	1.0	942.0	sham	15	2.9740509027928774	
lexical_decision	Gedüll	NA	NA	0.0	0.0	709.0	sham	15	2.8506462351830666	
lexical_decision	Rasserfing	NA	NA	0.0	0.0	1229.0	sham	15	3.089551882886454	
lexical_decision	Pferd	1	1	1.0	1.0	774.0	sham	15	2.8887409606828927	
lexical_decision	Gong	1	1	1.0	1.0	1379.0	sham	15	3.13956426617585	
lexical_decision	Nelke	-1	-1	1.0	1.0	846.0	sham	15	2.9273703630390235	
lexical_decision	Drüte	NA	NA	0.0	0.0	839.0	sham	15	2.9237619608287004	
lexical_decision	Piranha	-1	-1	1.0	1.0	800.0	sham	15	2.9030899869919438	
lexical_decision	Nanke	NA	NA	0.0	0.0	919.0	sham	15	2.9633155113861114	
lexical_decision	Kakrett	NA	NA	0.0	0.0	1213.0	sham	15	3.083860800866573	
lexical_decision	Sillennettich	NA	NA	0.0	0.0	870.0	sham	15	2.9395192526186187	
lexical_decision	Schraube	-1	1	1.0	1.0	842.0	sham	15	2.9253120914996495	
lexical_decision	Ulge	NA	NA	0.0	0.0	888.0	sham	15	2.948412965778601	
lexical_decision	Gewehr	1	1	1.0	1.0	828.0	sham	15	2.9180303367848803	
lexical_decision	Geröll	1	-1	1.0	1.0	1080.0	sham	15	3.03342375548695	
lexical_decision	Knassel	NA	NA	0.0	0.0	1011.0	sham	15	3.004751155591001	
lexical_decision	Strame	NA	NA	0.0	0.0	838.0	sham	15	2.9232440186302764	
lexical_decision	Tanne	-1	-1	1.0	1.0	833.0	sham	15	2.9206450014067875	
lexical_decision	Klanette	NA	NA	0.0	0.0	797.0	sham	15	2.9014583213961123	
lexical_decision	Amsel	1	-1	1.0	1.0	814.0	sham	15	2.910624404889201	
lexical_decision	Sarken	NA	NA	0.0	0.0	786.0	sham	15	2.895422546039408	
lexical_decision	Eule	1	-1	1.0	1.0	2124.0	sham	15	3.3271545124094315	
lexical_decision	Maske	-1	1	1.0	1.0	861.0	sham	15	2.935003151453655	
lexical_decision	Tühle	NA	NA	0.0	0.0	844.0	sham	15	2.926342446625655	
lexical_decision	Kamm	-1	1	1.0	1.0	1096.0	sham	15	3.0398105541483504	
lexical_decision	Abbildung	-1	-1	1.0	1.0	960.0	sham	15	2.9822712330395684	
lexical_decision	Grinpion	NA	NA	0.0	0.0	867.0	sham	15	2.9380190974762104	
lexical_decision	Säpstler	NA	NA	0.0	0.0	913.0	sham	15	2.960470777534299	
lexical_decision	Qualle	-1	-1	1.0	1.0	852.0	sham	15	2.9304395947667	
lexical_decision	Pullover	-1	1	1.0	1.0	954.0	sham	15	2.979548374704095	
lexical_decision	Schlagzeug	1	1	1.0	1.0	917.0	sham	15	2.962369335670021	
lexical_decision	Raupe	-1	-1	1.0	1.0	817.0	sham	15	2.9122220565324155	
lexical_decision	Krähe	1	-1	1.0	1.0	874.0	sham	15	2.941511432634403	
lexical_decision	Ukulele	1	1	1.0	1.0	1218.0	sham	15	3.0856472882968564	
lexical_decision	Frisbee	-1	1	1.0	1.0	840.0	sham	15	2.9242792860618816	
lexical_decision	Dritschge	NA	NA	0.0	0.0	1001.0	sham	15	3.000434077479319	
lexical_decision	Cembalo	1	1	1.0	1.0	807.0	sham	15	2.90687353472207	
lexical_decision	Porsel	NA	NA	0.0	0.0	922.0	sham	15	2.9647309210536292	
lexical_decision	Drossel	1	-1	1.0	1.0	771.0	sham	15	2.8870543780509568	
lexical_decision	Sirene	1	-1	1.0	1.0	751.0	sham	15	2.8756399370041685	
lexical_decision	Tablett	-1	1	1.0	1.0	880.0	sham	15	2.9444826721501687	
lexical_decision	Tandem	-1	1	1.0	1.0	933.0	sham	15	2.9698816437465	
lexical_decision	Noffel	NA	NA	0.0	0.0	839.0	sham	15	2.9237619608287004	
lexical_decision	Propeller	1	-1	1.0	1.0	838.0	sham	15	2.9232440186302764	
lexical_decision	Ente	1	-1	1.0	1.0	983.0	sham	15	2.9925535178321354	
lexical_decision	Trompete	1	1	1.0	1.0	776.0	sham	15	2.8898617212581885	
lexical_decision	Serviette	-1	1	1.0	0.0	1225.0	sham	15	3.0881360887005513	
lexical_decision	Spatz	1	-1	1.0	1.0	749.0	sham	15	2.8744818176994666	
lexical_decision	Seife	-1	1	1.0	1.0	902.0	sham	15	2.9552065375419416	
lexical_decision	Kanfe	NA	NA	0.0	0.0	832.0	sham	15	2.920123326290724	
lexical_decision	Fön	1	1	1.0	1.0	927.0	sham	15	2.967079734144497	
lexical_decision	Biber	-1	-1	1.0	1.0	737.0	sham	15	2.8674674878590514	
lexical_decision	Posaune	1	1	1.0	1.0	787.0	sham	15	2.8959747323590648	
lexical_decision	Perücke	-1	1	1.0	1.0	909.0	sham	15	2.9585638832219674	
lexical_decision	Alge	-1	-1	1.0	0.0	1269.0	sham	15	3.103461622094705	
lexical_decision	Kartrabage	NA	NA	0.0	0.0	1381.0	sham	15	3.140193678578631	
lexical_decision	Zigarette	-1	1	1.0	1.0	702.0	sham	15	2.846337112129805	
lexical_decision	Harfe	1	1	1.0	1.0	836.0	sham	15	2.9222062774390163	
lexical_decision	Geläut	1	-1	1.0	0.0	1366.0	sham	15	3.1354506993455136	
lexical_decision	Niff	NA	NA	0.0	0.0	802.0	sham	15	2.9041743682841634	
lexical_decision	Kanone	1	1	1.0	1.0	685.0	sham	15	2.8356905714924254	
lexical_decision	Wellensittich	1	-1	1.0	1.0	1204.0	sham	15	3.0806264869218056	
